image,annotation,Mask
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0188.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0188.xml,Data_Set_Larch_Casebearer/Masks/B05_0188.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0215.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0215.xml,Data_Set_Larch_Casebearer/Masks/B05_0215.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0086.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0086.xml,Data_Set_Larch_Casebearer/Masks/B05_0086.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0028.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0028.xml,Data_Set_Larch_Casebearer/Masks/B05_0028.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0084.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0084.xml,Data_Set_Larch_Casebearer/Masks/B05_0084.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0085.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0085.xml,Data_Set_Larch_Casebearer/Masks/B05_0085.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0167.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0167.xml,Data_Set_Larch_Casebearer/Masks/B05_0167.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0093.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0093.xml,Data_Set_Larch_Casebearer/Masks/B05_0093.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0192.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0192.xml,Data_Set_Larch_Casebearer/Masks/B05_0192.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0189.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0189.xml,Data_Set_Larch_Casebearer/Masks/B05_0189.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0031.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0031.xml,Data_Set_Larch_Casebearer/Masks/B05_0031.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0150.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0150.xml,Data_Set_Larch_Casebearer/Masks/B05_0150.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0058.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0058.xml,Data_Set_Larch_Casebearer/Masks/B05_0058.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0016.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0016.xml,Data_Set_Larch_Casebearer/Masks/B05_0016.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0025.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0025.xml,Data_Set_Larch_Casebearer/Masks/B05_0025.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0108.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0108.xml,Data_Set_Larch_Casebearer/Masks/B05_0108.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0054.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0054.xml,Data_Set_Larch_Casebearer/Masks/B05_0054.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0070.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0070.xml,Data_Set_Larch_Casebearer/Masks/B05_0070.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0014.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0014.xml,Data_Set_Larch_Casebearer/Masks/B05_0014.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0059.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0059.xml,Data_Set_Larch_Casebearer/Masks/B05_0059.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0032.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0032.xml,Data_Set_Larch_Casebearer/Masks/B05_0032.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0128.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0128.xml,Data_Set_Larch_Casebearer/Masks/B05_0128.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0003.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0003.xml,Data_Set_Larch_Casebearer/Masks/B05_0003.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0153.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0153.xml,Data_Set_Larch_Casebearer/Masks/B05_0153.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0079.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0079.xml,Data_Set_Larch_Casebearer/Masks/B05_0079.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0223.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0223.xml,Data_Set_Larch_Casebearer/Masks/B05_0223.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0105.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0105.xml,Data_Set_Larch_Casebearer/Masks/B05_0105.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0221.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0221.xml,Data_Set_Larch_Casebearer/Masks/B05_0221.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0075.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0075.xml,Data_Set_Larch_Casebearer/Masks/B05_0075.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0083.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0083.xml,Data_Set_Larch_Casebearer/Masks/B05_0083.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0172.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0172.xml,Data_Set_Larch_Casebearer/Masks/B05_0172.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0042.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0042.xml,Data_Set_Larch_Casebearer/Masks/B05_0042.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0076.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0076.xml,Data_Set_Larch_Casebearer/Masks/B05_0076.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0219.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0219.xml,Data_Set_Larch_Casebearer/Masks/B05_0219.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0170.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0170.xml,Data_Set_Larch_Casebearer/Masks/B05_0170.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0057.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0057.xml,Data_Set_Larch_Casebearer/Masks/B05_0057.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0208.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0208.xml,Data_Set_Larch_Casebearer/Masks/B05_0208.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0129.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0129.xml,Data_Set_Larch_Casebearer/Masks/B05_0129.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0126.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0126.xml,Data_Set_Larch_Casebearer/Masks/B05_0126.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0213.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0213.xml,Data_Set_Larch_Casebearer/Masks/B05_0213.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0011.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0011.xml,Data_Set_Larch_Casebearer/Masks/B05_0011.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0193.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0193.xml,Data_Set_Larch_Casebearer/Masks/B05_0193.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0158.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0158.xml,Data_Set_Larch_Casebearer/Masks/B05_0158.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0186.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0186.xml,Data_Set_Larch_Casebearer/Masks/B05_0186.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0061.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0061.xml,Data_Set_Larch_Casebearer/Masks/B05_0061.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0164.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0164.xml,Data_Set_Larch_Casebearer/Masks/B05_0164.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0141.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0141.xml,Data_Set_Larch_Casebearer/Masks/B05_0141.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0116.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0116.xml,Data_Set_Larch_Casebearer/Masks/B05_0116.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0176.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0176.xml,Data_Set_Larch_Casebearer/Masks/B05_0176.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0001.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0001.xml,Data_Set_Larch_Casebearer/Masks/B05_0001.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0124.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0124.xml,Data_Set_Larch_Casebearer/Masks/B05_0124.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0107.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0107.xml,Data_Set_Larch_Casebearer/Masks/B05_0107.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0062.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0062.xml,Data_Set_Larch_Casebearer/Masks/B05_0062.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0145.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0145.xml,Data_Set_Larch_Casebearer/Masks/B05_0145.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0136.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0136.xml,Data_Set_Larch_Casebearer/Masks/B05_0136.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0020.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0020.xml,Data_Set_Larch_Casebearer/Masks/B05_0020.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0155.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0155.xml,Data_Set_Larch_Casebearer/Masks/B05_0155.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0148.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0148.xml,Data_Set_Larch_Casebearer/Masks/B05_0148.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0004.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0004.xml,Data_Set_Larch_Casebearer/Masks/B05_0004.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0201.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0201.xml,Data_Set_Larch_Casebearer/Masks/B05_0201.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0024.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0024.xml,Data_Set_Larch_Casebearer/Masks/B05_0024.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0207.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0207.xml,Data_Set_Larch_Casebearer/Masks/B05_0207.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0152.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0152.xml,Data_Set_Larch_Casebearer/Masks/B05_0152.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0012.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0012.xml,Data_Set_Larch_Casebearer/Masks/B05_0012.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0010.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0010.xml,Data_Set_Larch_Casebearer/Masks/B05_0010.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0009.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0009.xml,Data_Set_Larch_Casebearer/Masks/B05_0009.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0220.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0220.xml,Data_Set_Larch_Casebearer/Masks/B05_0220.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0080.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0080.xml,Data_Set_Larch_Casebearer/Masks/B05_0080.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0069.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0069.xml,Data_Set_Larch_Casebearer/Masks/B05_0069.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0047.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0047.xml,Data_Set_Larch_Casebearer/Masks/B05_0047.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0037.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0037.xml,Data_Set_Larch_Casebearer/Masks/B05_0037.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0018.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0018.xml,Data_Set_Larch_Casebearer/Masks/B05_0018.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0144.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0144.xml,Data_Set_Larch_Casebearer/Masks/B05_0144.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0134.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0134.xml,Data_Set_Larch_Casebearer/Masks/B05_0134.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0216.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0216.xml,Data_Set_Larch_Casebearer/Masks/B05_0216.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0204.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0204.xml,Data_Set_Larch_Casebearer/Masks/B05_0204.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0161.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0161.xml,Data_Set_Larch_Casebearer/Masks/B05_0161.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0046.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0046.xml,Data_Set_Larch_Casebearer/Masks/B05_0046.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0178.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0178.xml,Data_Set_Larch_Casebearer/Masks/B05_0178.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0048.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0048.xml,Data_Set_Larch_Casebearer/Masks/B05_0048.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0191.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0191.xml,Data_Set_Larch_Casebearer/Masks/B05_0191.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0173.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0173.xml,Data_Set_Larch_Casebearer/Masks/B05_0173.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0056.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0056.xml,Data_Set_Larch_Casebearer/Masks/B05_0056.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0008.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0008.xml,Data_Set_Larch_Casebearer/Masks/B05_0008.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0190.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0190.xml,Data_Set_Larch_Casebearer/Masks/B05_0190.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0045.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0045.xml,Data_Set_Larch_Casebearer/Masks/B05_0045.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0113.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0113.xml,Data_Set_Larch_Casebearer/Masks/B05_0113.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0184.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0184.xml,Data_Set_Larch_Casebearer/Masks/B05_0184.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0135.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0135.xml,Data_Set_Larch_Casebearer/Masks/B05_0135.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0222.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0222.xml,Data_Set_Larch_Casebearer/Masks/B05_0222.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0131.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0131.xml,Data_Set_Larch_Casebearer/Masks/B05_0131.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0074.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0074.xml,Data_Set_Larch_Casebearer/Masks/B05_0074.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0053.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0053.xml,Data_Set_Larch_Casebearer/Masks/B05_0053.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0095.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0095.xml,Data_Set_Larch_Casebearer/Masks/B05_0095.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0117.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0117.xml,Data_Set_Larch_Casebearer/Masks/B05_0117.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0088.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0088.xml,Data_Set_Larch_Casebearer/Masks/B05_0088.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0101.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0101.xml,Data_Set_Larch_Casebearer/Masks/B05_0101.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0081.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0081.xml,Data_Set_Larch_Casebearer/Masks/B05_0081.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0203.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0203.xml,Data_Set_Larch_Casebearer/Masks/B05_0203.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0038.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0038.xml,Data_Set_Larch_Casebearer/Masks/B05_0038.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0073.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0073.xml,Data_Set_Larch_Casebearer/Masks/B05_0073.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0026.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0026.xml,Data_Set_Larch_Casebearer/Masks/B05_0026.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0100.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0100.xml,Data_Set_Larch_Casebearer/Masks/B05_0100.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0052.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0052.xml,Data_Set_Larch_Casebearer/Masks/B05_0052.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0159.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0159.xml,Data_Set_Larch_Casebearer/Masks/B05_0159.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0163.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0163.xml,Data_Set_Larch_Casebearer/Masks/B05_0163.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0041.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0041.xml,Data_Set_Larch_Casebearer/Masks/B05_0041.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0034.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0034.xml,Data_Set_Larch_Casebearer/Masks/B05_0034.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0218.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0218.xml,Data_Set_Larch_Casebearer/Masks/B05_0218.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0089.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0089.xml,Data_Set_Larch_Casebearer/Masks/B05_0089.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0115.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0115.xml,Data_Set_Larch_Casebearer/Masks/B05_0115.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0063.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0063.xml,Data_Set_Larch_Casebearer/Masks/B05_0063.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0206.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0206.xml,Data_Set_Larch_Casebearer/Masks/B05_0206.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0066.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0066.xml,Data_Set_Larch_Casebearer/Masks/B05_0066.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0127.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0127.xml,Data_Set_Larch_Casebearer/Masks/B05_0127.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0035.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0035.xml,Data_Set_Larch_Casebearer/Masks/B05_0035.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0103.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0103.xml,Data_Set_Larch_Casebearer/Masks/B05_0103.png
Data_Set_Larch_Casebearer/Nordkap_20190527/Images/B05_0165.JPG,Data_Set_Larch_Casebearer/Nordkap_20190527/Annotations/B05_0165.xml,Data_Set_Larch_Casebearer/Masks/B05_0165.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0112.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0112.xml,Data_Set_Larch_Casebearer/Masks/B02_0112.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0221.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0221.xml,Data_Set_Larch_Casebearer/Masks/B02_0221.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0083.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0083.xml,Data_Set_Larch_Casebearer/Masks/B02_0083.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0013.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0013.xml,Data_Set_Larch_Casebearer/Masks/B02_0013.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0210.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0210.xml,Data_Set_Larch_Casebearer/Masks/B02_0210.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0060.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0060.xml,Data_Set_Larch_Casebearer/Masks/B02_0060.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0128.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0128.xml,Data_Set_Larch_Casebearer/Masks/B02_0128.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0227.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0227.xml,Data_Set_Larch_Casebearer/Masks/B02_0227.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0065.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0065.xml,Data_Set_Larch_Casebearer/Masks/B02_0065.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0212.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0212.xml,Data_Set_Larch_Casebearer/Masks/B02_0212.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0114.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0114.xml,Data_Set_Larch_Casebearer/Masks/B02_0114.png
Data_Set_Larch_Casebearer/Ekbacka_20190527/Images/B02_0096.JPG,Data_Set_Larch_Casebearer/Ekbacka_20190527/Annotations/B02_0096.xml,Data_Set_Larch_Casebearer/Masks/B02_0096.png
